Transaction_ID,Date,Origin_Facility,Destination_City,Vehicle_Type,Route_Type,Distance_KM,Package_Weight_KG,Traffic_Conditions,Carbon_Emission_kgCO2e,Is_Eco_Friendly,Vehicle_Standard,Type,CO2_Intensity_g_km,Traffic_Score,Distance_Cat,Weight_Cat
TRX-AFA187EA,2025-03-04,Bandung Hub,New Adam,Heavy Truck,Inter-City,320.9,2239.2,Normal,292.597,0,Thermal Truck,Thermal,911.8011841695233,2,Long-Haul >100km,
TRX-5B23E18F,2025-09-17,Makassar Port,Danielchester,Drone Delivery,Urban Last Mile,6.0,0.9,High,0.034,1,Drone,Electric,5.666666666666667,3,Urban <10km,Light <5kg
TRX-830810F8,2025-03-06,Surabaya Warehouse,East Jessica,Diesel Van (Euro 4),Mixed Route,94.7,11.0,Low,24.708,0,Thermal Van,Thermal,260.9081309398099,1,Suburban 50-100km,Medium 5-20kg
TRX-A40F91F8,2025-12-28,Bandung Hub,East Emily,Motorcycle (Courier),Inter-District,12.9,29.3,Low,1.324,0,Thermal Scooter,Thermal,102.63565891472868,1,Urban 10-50km,Heavy 20-100kg
TRX-7796E531,2025-01-04,Surabaya Warehouse,Cookberg,Motorcycle (Courier),Inter-District,25.2,16.9,Severe Congestion,4.303,0,Thermal Scooter,Thermal,170.75396825396825,4,Urban 10-50km,Medium 5-20kg
TRX-6BF3E277,2025-09-13,Surabaya Warehouse,Lake Ericashire,Heavy Truck,Inter-City,374.5,3613.1,Normal,342.687,0,Thermal Truck,Thermal,915.0520694259012,2,Long-Haul >100km,
TRX-0C3C2CF4,2025-02-15,Surabaya Warehouse,New Kurtburgh,Diesel Van (Euro 6),Mixed Route,100.7,18.5,High,25.463,0,Thermal Van,Thermal,252.85998013902682,3,Long-Haul >100km,Medium 5-20kg
TRX-CDE432F4,2026-01-02,Jakarta Fulfillment Center,Port Ann,Cargo Bicycle,Urban Last Mile,9.8,17.2,High,0.0,1,Electric Bike,Electric,0.0,3,Urban <10km,Medium 5-20kg
TRX-37F3B0EA,2025-05-16,Semarang Depot,Burkeville,Diesel Van (Euro 6),Mixed Route,56.1,6.3,Normal,10.624,0,Thermal Van,Thermal,189.37611408199643,2,Suburban 50-100km,Medium 5-20kg
TRX-551C4734,2025-04-21,Semarang Depot,Careychester,Diesel Van (Euro 6),Mixed Route,25.5,0.8,Severe Congestion,7.564,0,Thermal Van,Thermal,296.62745098039215,4,Urban 10-50km,Light <5kg
TRX-A4BE3BF7,2025-02-01,Makassar Port,Coreyton,Diesel Van (Euro 6),Mixed Route,125.3,14.0,High,29.533,0,Thermal Van,Thermal,235.69832402234638,3,Long-Haul >100km,Medium 5-20kg
TRX-1B9829D0,2025-02-02,Semarang Depot,Phillipborough,Heavy Truck,Inter-City,747.5,2500.9,Normal,681.373,0,Thermal Truck,Thermal,911.5357859531773,2,,
TRX-56C38C8E,2025-12-31,Jakarta Fulfillment Center,Freemanside,Diesel Van (Euro 6),Mixed Route,105.6,5.1,High,24.047,0,Thermal Van,Thermal,227.71780303030303,3,Long-Haul >100km,Medium 5-20kg
TRX-4BDBFA54,2025-07-09,Medan Distribution,Port Matthewtown,Cargo Bicycle,Urban Last Mile,3.4,13.6,High,0.0,1,Electric Bike,Electric,0.0,3,Urban <10km,Medium 5-20kg
TRX-3FE0A19C,2025-08-26,Jakarta Fulfillment Center,South Tanyaport,Electric Van (EV),Mixed Route,148.7,1.0,Normal,7.685,1,Electric Van,Electric,51.68123739071957,2,Long-Haul >100km,Light <5kg
TRX-55DAE8CA,2025-05-08,Surabaya Warehouse,Davidfort,Motorcycle (Courier),Inter-District,31.6,8.8,Low,2.527,0,Thermal Scooter,Thermal,79.96835443037975,1,Urban 10-50km,Medium 5-20kg
TRX-48363D81,2025-12-20,Surabaya Warehouse,Ericfort,Heavy Truck,Inter-City,684.8,1784.2,Normal,642.118,0,Thermal Truck,Thermal,937.6723130841123,2,,
TRX-84DAEFDB,2025-06-26,Makassar Port,Gabrielborough,Diesel Van (Euro 4),Mixed Route,54.4,13.5,Normal,15.088,0,Thermal Van,Thermal,277.3529411764706,2,Suburban 50-100km,Medium 5-20kg
TRX-0A121819,2025-06-21,Semarang Depot,North Robertmouth,Electric Van (EV),Mixed Route,146.8,2.7,Severe Congestion,8.68,1,Electric Van,Electric,59.12806539509536,4,Long-Haul >100km,Light <5kg
TRX-E6BD55B7,2025-01-08,Medan Distribution,Arellanobury,Heavy Truck,Inter-City,602.5,4921.7,Normal,621.74,0,Thermal Truck,Thermal,1031.9336099585062,2,,
TRX-E9EBF533,2025-02-21,Jakarta Fulfillment Center,West Bradleyside,Heavy Truck,Inter-City,639.6,2613.4,High,719.882,0,Thermal Truck,Thermal,1125.5190744215133,3,,
TRX-112302ED,2025-01-21,Bandung Hub,Petersfurt,Diesel Van (Euro 4),Mixed Route,109.9,5.6,Normal,26.595,0,Thermal Van,Thermal,241.99272065514103,2,Long-Haul >100km,Medium 5-20kg
TRX-A7BB3933,2025-09-17,Makassar Port,Angelatown,Electric Van (EV),Mixed Route,15.3,4.5,Normal,0.805,1,Electric Van,Electric,52.61437908496732,2,Urban 10-50km,Light <5kg
TRX-1E81C609,2025-01-06,Medan Distribution,South Patricia,Drone Delivery,Urban Last Mile,4.8,16.4,Normal,0.04,1,Drone,Electric,8.333333333333334,2,Urban <10km,Medium 5-20kg
TRX-CC237FA1,2025-08-30,Jakarta Fulfillment Center,North Amberfort,Diesel Van (Euro 4),Mixed Route,15.2,17.5,Normal,4.311,0,Thermal Van,Thermal,283.6184210526316,2,Urban 10-50km,Medium 5-20kg
TRX-6642C8D8,2025-05-14,Bandung Hub,Lake Emily,Motorcycle (Courier),Inter-District,11.5,3.2,Normal,1.081,0,Thermal Scooter,Thermal,94.0,2,Urban 10-50km,Light <5kg
TRX-C1DB8BBF,2025-02-28,Makassar Port,Lake Lindaside,Drone Delivery,Urban Last Mile,6.8,20.4,High,0.061,1,Drone,Electric,8.970588235294118,3,Urban <10km,Heavy 20-100kg
TRX-2282DB2A,2025-05-04,Medan Distribution,Williemouth,Cargo Bicycle,Urban Last Mile,1.4,24.5,High,0.0,1,Electric Bike,Electric,0.0,3,Urban <10km,Heavy 20-100kg
TRX-D418E92D,2025-09-29,Bandung Hub,Mackton,Diesel Van (Euro 4),Mixed Route,30.4,15.1,Low,7.434,0,Thermal Van,Thermal,244.53947368421055,1,Urban 10-50km,Medium 5-20kg
TRX-13A2F021,2026-01-01,Bandung Hub,Jeremyton,Motorcycle (Courier),Inter-District,6.7,9.8,Normal,0.649,0,Thermal Scooter,Thermal,96.86567164179104,2,Urban <10km,Medium 5-20kg
TRX-AA485579,2025-07-19,Surabaya Warehouse,Aaronland,Diesel Van (Euro 6),Mixed Route,75.2,8.4,Normal,14.67,0,Thermal Van,Thermal,195.07978723404256,2,Suburban 50-100km,Medium 5-20kg
TRX-30F064CA,2025-05-27,Jakarta Fulfillment Center,Steinhaven,Diesel Van (Euro 4),Mixed Route,75.6,26.5,Normal,19.138,0,Thermal Van,Thermal,253.14814814814818,2,Suburban 50-100km,Heavy 20-100kg
TRX-48105953,2025-02-27,Surabaya Warehouse,Hopkinstown,Motorcycle (Courier),Inter-District,33.8,4.1,High,4.574,0,Thermal Scooter,Thermal,135.32544378698225,3,Urban 10-50km,Light <5kg
TRX-9DBF4D3B,2025-03-20,Surabaya Warehouse,Yvonneton,Heavy Truck,Inter-City,684.8,4560.4,Normal,626.361,0,Thermal Truck,Thermal,914.6626752336449,2,,
TRX-303B1D32,2025-10-03,Makassar Port,West Shelbychester,Diesel Van (Euro 4),Mixed Route,32.4,16.1,High,11.489,0,Thermal Van,Thermal,354.5987654320988,3,Urban 10-50km,Medium 5-20kg
TRX-F777BE97,2025-01-24,Medan Distribution,North Victoriamouth,Diesel Van (Euro 6),Mixed Route,132.2,1.8,Normal,24.785,0,Thermal Van,Thermal,187.48108925869894,2,Long-Haul >100km,Light <5kg
TRX-759F1D88,2025-11-19,Bandung Hub,Davidchester,Motorcycle (Courier),Inter-District,16.9,1.5,High,1.873,0,Thermal Scooter,Thermal,110.82840236686391,3,Urban 10-50km,Light <5kg
TRX-6AAB9C3A,2025-04-01,Medan Distribution,Jamesborough,Drone Delivery,Urban Last Mile,8.6,27.1,Normal,0.079,1,Drone,Electric,9.186046511627907,2,Urban <10km,Heavy 20-100kg
TRX-725072E0,2025-07-16,Medan Distribution,Cindyburgh,Cargo Bicycle,Urban Last Mile,11.7,17.0,High,0.0,1,Electric Bike,Electric,0.0,3,Urban 10-50km,Medium 5-20kg
TRX-3D9100F1,2025-09-11,Semarang Depot,West Linda,Drone Delivery,Urban Last Mile,4.8,21.0,Normal,0.043,1,Drone,Electric,8.958333333333334,2,Urban <10km,Heavy 20-100kg
TRX-1BCB83BD,2025-03-12,Jakarta Fulfillment Center,Tiffanyport,Motorcycle (Courier),Inter-District,33.6,17.1,Normal,3.397,0,Thermal Scooter,Thermal,101.10119047619047,2,Urban 10-50km,Medium 5-20kg
TRX-FA088D2D,2025-07-24,Jakarta Fulfillment Center,Port Charles,Cargo Bicycle,Urban Last Mile,1.6,7.2,High,0.0,1,Electric Bike,Electric,0.0,3,Urban <10km,Medium 5-20kg
TRX-A259AE23,2025-01-08,Medan Distribution,West Amanda,Drone Delivery,Urban Last Mile,10.3,29.9,Normal,0.112,1,Drone,Electric,10.873786407766989,2,Urban 10-50km,Heavy 20-100kg
TRX-B13C5583,2025-08-20,Makassar Port,Lauraland,Drone Delivery,Urban Last Mile,13.1,1.9,High,0.081,1,Drone,Electric,6.183206106870229,3,Urban 10-50km,Light <5kg
TRX-A19EEA13,2025-05-12,Makassar Port,Watkinsborough,Diesel Van (Euro 4),Mixed Route,103.8,26.2,Normal,28.353,0,Thermal Van,Thermal,273.15028901734104,2,Long-Haul >100km,Heavy 20-100kg
TRX-25C987EF,2025-06-15,Jakarta Fulfillment Center,North Christiantown,Motorcycle (Courier),Inter-District,30.4,27.9,Low,3.16,0,Thermal Scooter,Thermal,103.94736842105263,1,Urban 10-50km,Heavy 20-100kg
TRX-80B4BB05,2025-11-22,Medan Distribution,Christensenbury,Diesel Van (Euro 4),Mixed Route,118.9,10.2,High,43.668,0,Thermal Van,Thermal,367.2666105971404,3,Long-Haul >100km,Medium 5-20kg
TRX-118CB515,2025-04-17,Makassar Port,South Tiffany,Motorcycle (Courier),Inter-District,24.5,24.2,Normal,2.453,0,Thermal Scooter,Thermal,100.12244897959184,2,Urban 10-50km,Heavy 20-100kg
TRX-0292B0B6,2025-12-15,Jakarta Fulfillment Center,West Aaronland,Drone Delivery,Urban Last Mile,2.5,18.0,Severe Congestion,0.026,1,Drone,Electric,10.4,4,Urban <10km,Medium 5-20kg
TRX-AB9CBE67,2025-08-04,Makassar Port,Bushborough,Cargo Bicycle,Urban Last Mile,11.4,9.0,High,0.0,1,Electric Bike,Electric,0.0,3,Urban 10-50km,Medium 5-20kg
TRX-7007E244,2025-05-06,Medan Distribution,West Rubenport,Motorcycle (Courier),Inter-District,7.2,3.1,High,0.83,0,Thermal Scooter,Thermal,115.27777777777777,3,Urban <10km,Light <5kg
TRX-2B6A84E6,2025-07-24,Surabaya Warehouse,New Whitneytown,Diesel Van (Euro 4),Mixed Route,135.3,20.5,High,47.04,0,Thermal Van,Thermal,347.67184035476714,3,Long-Haul >100km,Heavy 20-100kg
TRX-A4D0E984,2025-10-01,Bandung Hub,East Donna,Drone Delivery,Urban Last Mile,6.9,15.2,Low,0.059,1,Drone,Electric,8.550724637681158,1,Urban <10km,Medium 5-20kg
TRX-23B77E5C,2025-04-27,Medan Distribution,Ochoaport,Heavy Truck,Inter-City,360.9,3512.2,Severe Congestion,542.993,0,Thermal Truck,Thermal,1504.5525076198394,4,Long-Haul >100km,
TRX-084B7498,2025-04-01,Makassar Port,Ryanshire,Heavy Truck,Inter-City,748.1,623.4,Low,630.025,0,Thermal Truck,Thermal,842.1668226172972,1,,Bulk >100kg
TRX-DB8B3F04,2025-09-30,Makassar Port,West Meganside,Heavy Truck,Inter-City,282.0,814.3,Low,248.547,0,Thermal Truck,Thermal,881.3723404255319,1,Long-Haul >100km,Bulk >100kg
TRX-282C0B27,2025-08-05,Semarang Depot,Staceyhaven,Electric Van (EV),Mixed Route,143.7,12.2,High,7.309,1,Electric Van,Electric,50.86290883785665,3,Long-Haul >100km,Medium 5-20kg
TRX-2A0B5DF6,2025-06-24,Semarang Depot,Smithbury,Drone Delivery,Urban Last Mile,9.3,28.0,Normal,0.102,1,Drone,Electric,10.96774193548387,2,Urban <10km,Heavy 20-100kg
TRX-6443B1A0,2025-02-20,Jakarta Fulfillment Center,New Kristinamouth,Cargo Bicycle,Urban Last Mile,13.3,5.5,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban 10-50km,Medium 5-20kg
TRX-927F2731,2025-03-13,Surabaya Warehouse,East Joel,Heavy Truck,Inter-City,655.2,711.4,Low,544.127,0,Thermal Truck,Thermal,830.4746642246641,1,,Bulk >100kg
TRX-F4F4A913,2025-10-23,Makassar Port,Garciafurt,Drone Delivery,Urban Last Mile,12.2,23.5,High,0.119,1,Drone,Electric,9.754098360655739,3,Urban 10-50km,Heavy 20-100kg
TRX-85D3CC16,2025-02-01,Makassar Port,Stevensborough,Cargo Bicycle,Urban Last Mile,6.1,29.6,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban <10km,Heavy 20-100kg
TRX-867528B6,2025-07-07,Medan Distribution,Mccoyburgh,Drone Delivery,Urban Last Mile,9.6,13.0,Normal,0.065,1,Drone,Electric,6.770833333333334,2,Urban <10km,Medium 5-20kg
TRX-C5BD3B52,2025-08-30,Bandung Hub,Deanside,Cargo Bicycle,Urban Last Mile,5.4,5.0,Low,0.0,1,Electric Bike,Electric,0.0,1,Urban <10km,Light <5kg
TRX-4D56D784,2025-05-10,Jakarta Fulfillment Center,Juliechester,Drone Delivery,Urban Last Mile,3.7,22.9,High,0.042,1,Drone,Electric,11.35135135135135,3,Urban <10km,Heavy 20-100kg
TRX-CF7D0F13,2025-03-04,Makassar Port,Saraview,Drone Delivery,Urban Last Mile,2.3,29.4,Severe Congestion,0.028,1,Drone,Electric,12.173913043478262,4,Urban <10km,Heavy 20-100kg
TRX-7756841A,2025-07-24,Surabaya Warehouse,Johnsberg,Motorcycle (Courier),Inter-District,18.6,0.6,Severe Congestion,2.784,0,Thermal Scooter,Thermal,149.6774193548387,4,Urban 10-50km,Light <5kg
TRX-0490C3F3,2025-01-07,Surabaya Warehouse,New Jason,Drone Delivery,Urban Last Mile,9.0,28.2,Low,0.084,1,Drone,Electric,9.333333333333334,1,Urban <10km,Heavy 20-100kg
TRX-D6060F14,2025-12-12,Semarang Depot,East Cynthiafort,Cargo Bicycle,Urban Last Mile,12.9,14.5,Low,0.0,1,Electric Bike,Electric,0.0,1,Urban 10-50km,Medium 5-20kg
TRX-E70CAD82,2025-08-09,Surabaya Warehouse,West Amanda,Cargo Bicycle,Urban Last Mile,14.1,5.5,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban 10-50km,Medium 5-20kg
TRX-7E98DC1A,2025-09-15,Jakarta Fulfillment Center,Stevensburgh,Diesel Van (Euro 6),Mixed Route,56.8,1.8,High,16.345,0,Thermal Van,Thermal,287.76408450704224,3,Suburban 50-100km,Light <5kg
TRX-300AF0A2,2025-10-15,Surabaya Warehouse,North Emily,Diesel Van (Euro 4),Mixed Route,39.9,27.3,Severe Congestion,18.03,0,Thermal Van,Thermal,451.8796992481203,4,Urban 10-50km,Heavy 20-100kg
TRX-C121E66B,2025-03-23,Makassar Port,Lisachester,Diesel Van (Euro 6),Mixed Route,84.2,25.2,High,20.57,0,Thermal Van,Thermal,244.29928741092635,3,Suburban 50-100km,Heavy 20-100kg
TRX-CDA72FDB,2025-04-05,Jakarta Fulfillment Center,South Blakeside,Diesel Van (Euro 6),Mixed Route,44.3,19.5,Normal,8.506,0,Thermal Van,Thermal,192.00902934537248,2,Urban 10-50km,Medium 5-20kg
TRX-1BE35F3F,2025-07-10,Makassar Port,Dixonside,Motorcycle (Courier),Inter-District,11.4,17.2,Normal,1.224,0,Thermal Scooter,Thermal,107.36842105263158,2,Urban 10-50km,Medium 5-20kg
TRX-63E6EF2A,2025-05-13,Makassar Port,Emmaport,Diesel Van (Euro 6),Mixed Route,135.4,28.8,Low,24.168,0,Thermal Van,Thermal,178.49335302806497,1,Long-Haul >100km,Heavy 20-100kg
TRX-D3A28B0B,2025-10-20,Jakarta Fulfillment Center,Port Rachel,Heavy Truck,Inter-City,543.3,1572.0,Normal,467.229,0,Thermal Truck,Thermal,859.9834345665379,2,,
TRX-81336709,2025-01-07,Makassar Port,Staceyville,Electric Van (EV),Mixed Route,125.4,3.0,Normal,6.17,1,Electric Van,Electric,49.20255183413078,2,Long-Haul >100km,Light <5kg
TRX-38963481,2025-01-06,Makassar Port,Lake Mark,Heavy Truck,Inter-City,790.1,1921.2,Normal,725.183,0,Thermal Truck,Thermal,917.8369826604227,2,,
TRX-47431E53,2025-04-29,Makassar Port,Jenniferside,Motorcycle (Courier),Inter-District,12.7,17.4,Severe Congestion,1.93,0,Thermal Scooter,Thermal,151.96850393700788,4,Urban 10-50km,Medium 5-20kg
TRX-DF08688D,2025-03-18,Surabaya Warehouse,South Dale,Cargo Bicycle,Urban Last Mile,3.9,27.8,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban <10km,Heavy 20-100kg
TRX-A46D2AF8,2025-07-17,Bandung Hub,Bishopville,Motorcycle (Courier),Inter-District,32.7,22.4,Normal,3.281,0,Thermal Scooter,Thermal,100.33639143730886,2,Urban 10-50km,Heavy 20-100kg
TRX-B32F18E5,2025-05-26,Semarang Depot,West Jeffrey,Diesel Van (Euro 6),Mixed Route,80.3,11.9,Low,14.842,0,Thermal Van,Thermal,184.8318804483188,1,Suburban 50-100km,Medium 5-20kg
TRX-26E00C84,2025-02-03,Medan Distribution,Susanmouth,Drone Delivery,Urban Last Mile,12.1,23.6,Low,0.112,1,Drone,Electric,9.25619834710744,1,Urban 10-50km,Heavy 20-100kg
TRX-479AB599,2025-07-08,Jakarta Fulfillment Center,East Rodney,Cargo Bicycle,Urban Last Mile,10.1,26.6,Low,0.0,1,Electric Bike,Electric,0.0,1,Urban 10-50km,Heavy 20-100kg
TRX-91840616,2025-03-04,Semarang Depot,Connerview,Diesel Van (Euro 6),Mixed Route,106.2,6.5,High,24.668,0,Thermal Van,Thermal,232.27871939736346,3,Long-Haul >100km,Medium 5-20kg
TRX-7F5F2717,2025-06-26,Jakarta Fulfillment Center,South Krystal,Drone Delivery,Urban Last Mile,6.7,17.7,Low,0.059,1,Drone,Electric,8.805970149253731,1,Urban <10km,Medium 5-20kg
TRX-42DBE921,2025-08-15,Surabaya Warehouse,West Cynthiaton,Diesel Van (Euro 4),Mixed Route,98.8,19.9,Low,23.16,0,Thermal Van,Thermal,234.41295546558706,1,Suburban 50-100km,Medium 5-20kg
TRX-251FBCF8,2025-09-28,Surabaya Warehouse,Pamelaville,Diesel Van (Euro 4),Mixed Route,75.0,9.8,Normal,18.856,0,Thermal Van,Thermal,251.41333333333333,2,Suburban 50-100km,Medium 5-20kg
TRX-76E782DA,2025-09-27,Medan Distribution,Woodardton,Electric Van (EV),Mixed Route,141.2,18.4,Low,7.349,1,Electric Van,Electric,52.04674220963173,1,Long-Haul >100km,Medium 5-20kg
TRX-B20FA146,2025-02-11,Medan Distribution,Destinymouth,Heavy Truck,Inter-City,124.0,502.4,High,135.4,0,Thermal Truck,Thermal,1091.9354838709678,3,Long-Haul >100km,Bulk >100kg
TRX-08A0A8FD,2025-12-01,Makassar Port,Raymondview,Motorcycle (Courier),Inter-District,10.4,7.5,Normal,1.002,0,Thermal Scooter,Thermal,96.34615384615384,2,Urban 10-50km,Medium 5-20kg
TRX-D01E7ED2,2025-05-31,Bandung Hub,North Jonathan,Heavy Truck,Inter-City,764.9,3824.8,Normal,638.691,0,Thermal Truck,Thermal,834.9993463197804,2,,
TRX-E4FDB83B,2025-11-30,Bandung Hub,Michaelchester,Motorcycle (Courier),Inter-District,11.5,10.4,Normal,1.104,0,Thermal Scooter,Thermal,96.0,2,Urban 10-50km,Medium 5-20kg
TRX-B8CDD692,2025-03-25,Medan Distribution,North Jamesville,Diesel Van (Euro 4),Mixed Route,140.0,22.0,High,55.158,0,Thermal Van,Thermal,393.98571428571427,3,Long-Haul >100km,Heavy 20-100kg
TRX-EB67E5EB,2025-12-01,Bandung Hub,Hernandezside,Diesel Van (Euro 4),Mixed Route,73.2,3.7,Normal,20.911,0,Thermal Van,Thermal,285.6693989071038,2,Suburban 50-100km,Light <5kg
TRX-345719F1,2025-05-10,Bandung Hub,South Michael,Diesel Van (Euro 6),Mixed Route,108.6,18.6,Normal,20.799,0,Thermal Van,Thermal,191.51933701657458,2,Long-Haul >100km,Medium 5-20kg
TRX-1F62FCB3,2025-12-25,Surabaya Warehouse,Austinfurt,Diesel Van (Euro 4),Mixed Route,14.8,3.5,Low,3.946,0,Thermal Van,Thermal,266.6216216216216,1,Urban 10-50km,Light <5kg
TRX-08A2F41F,2025-09-12,Surabaya Warehouse,New Ryanborough,Diesel Van (Euro 6),Mixed Route,38.9,14.2,High,9.574,0,Thermal Van,Thermal,246.11825192802058,3,Urban 10-50km,Medium 5-20kg
TRX-947FC3F8,2025-12-10,Jakarta Fulfillment Center,Port Katherineville,Drone Delivery,Urban Last Mile,8.6,23.2,Low,0.09,1,Drone,Electric,10.465116279069768,1,Urban <10km,Heavy 20-100kg
TRX-C8E3EAEE,2025-05-13,Bandung Hub,West Francismouth,Electric Van (EV),Mixed Route,15.7,20.7,High,0.866,1,Electric Van,Electric,55.15923566878981,3,Urban 10-50km,Heavy 20-100kg
TRX-29525F86,2025-09-10,Jakarta Fulfillment Center,Parsonsshire,Diesel Van (Euro 6),Mixed Route,13.4,4.5,Normal,2.337,0,Thermal Van,Thermal,174.40298507462686,2,Urban 10-50km,Light <5kg
TRX-FA826343,2025-10-02,Semarang Depot,North Roytown,Cargo Bicycle,Urban Last Mile,13.7,1.6,High,0.0,1,Electric Bike,Electric,0.0,3,Urban 10-50km,Light <5kg
TRX-AE5578AF,2025-11-09,Medan Distribution,Dixonton,Electric Van (EV),Mixed Route,141.0,15.9,Normal,6.804,1,Electric Van,Electric,48.255319148936174,2,Long-Haul >100km,Medium 5-20kg
TRX-C0D3CF32,2025-08-18,Makassar Port,East Gerald,Heavy Truck,Inter-City,422.7,2728.1,High,461.545,0,Thermal Truck,Thermal,1091.8973267092501,3,Long-Haul >100km,
TRX-B2D988D8,2025-12-11,Medan Distribution,New Yesenia,Electric Van (EV),Mixed Route,119.7,9.4,High,6.618,1,Electric Van,Electric,55.288220551378444,3,Long-Haul >100km,Medium 5-20kg
TRX-C2703DF2,2025-12-17,Jakarta Fulfillment Center,Castillofurt,Motorcycle (Courier),Inter-District,35.7,12.2,High,4.571,0,Thermal Scooter,Thermal,128.0392156862745,3,Urban 10-50km,Medium 5-20kg
TRX-53C2EC7A,2025-03-16,Surabaya Warehouse,East Sarahville,Diesel Van (Euro 6),Mixed Route,58.7,19.7,Normal,11.348,0,Thermal Van,Thermal,193.3219761499148,2,Suburban 50-100km,Medium 5-20kg
TRX-46637B82,2025-03-23,Bandung Hub,Port Nicoleshire,Heavy Truck,Inter-City,548.4,3181.7,Severe Congestion,788.627,0,Thermal Truck,Thermal,1438.0506929248725,4,,
TRX-273883D4,2025-04-15,Makassar Port,South Kyleside,Drone Delivery,Urban Last Mile,9.9,11.1,Low,0.071,1,Drone,Electric,7.171717171717171,1,Urban <10km,Medium 5-20kg
TRX-79571143,2025-12-25,Makassar Port,Lake Danielbury,Motorcycle (Courier),Inter-District,16.0,9.5,High,1.945,0,Thermal Scooter,Thermal,121.5625,3,Urban 10-50km,Medium 5-20kg
TRX-6F038CEA,2025-04-06,Makassar Port,Kristinaberg,Motorcycle (Courier),Inter-District,14.8,2.7,Severe Congestion,2.01,0,Thermal Scooter,Thermal,135.81081081081078,4,Urban 10-50km,Light <5kg
TRX-6472593C,2025-03-16,Makassar Port,Laurenland,Diesel Van (Euro 4),Mixed Route,75.3,13.8,High,29.53,0,Thermal Van,Thermal,392.16467463479415,3,Suburban 50-100km,Medium 5-20kg
TRX-F573C572,2025-08-08,Bandung Hub,Port Candaceborough,Cargo Bicycle,Urban Last Mile,6.3,8.9,Severe Congestion,0.0,1,Electric Bike,Electric,0.0,4,Urban <10km,Medium 5-20kg
TRX-45ADF7CF,2025-06-18,Makassar Port,Jayburgh,Cargo Bicycle,Urban Last Mile,1.7,5.2,High,0.0,1,Electric Bike,Electric,0.0,3,Urban <10km,Medium 5-20kg
TRX-64FE7CFE,2025-01-22,Surabaya Warehouse,Port Brooke,Electric Van (EV),Mixed Route,143.1,3.4,Normal,7.282,1,Electric Van,Electric,50.88749126484976,2,Long-Haul >100km,Light <5kg
TRX-02DF6F8C,2025-10-09,Medan Distribution,Williamport,Electric Van (EV),Mixed Route,137.5,4.3,Normal,6.386,1,Electric Van,Electric,46.443636363636365,2,Long-Haul >100km,Light <5kg
TRX-4B2F7994,2025-09-14,Bandung Hub,East Brenda,Cargo Bicycle,Urban Last Mile,4.0,9.5,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban <10km,Medium 5-20kg
TRX-7CD28945,2025-08-08,Makassar Port,New Paulfurt,Electric Van (EV),Mixed Route,42.8,26.9,High,2.27,1,Electric Van,Electric,53.0373831775701,3,Urban 10-50km,Heavy 20-100kg
TRX-A6291101,2025-10-12,Makassar Port,Burnsbury,Diesel Van (Euro 4),Mixed Route,128.3,3.2,Low,35.569,0,Thermal Van,Thermal,277.2330475448168,1,Long-Haul >100km,Light <5kg
TRX-96829C9A,2025-08-27,Medan Distribution,Dennisfurt,Diesel Van (Euro 4),Mixed Route,58.7,4.5,High,22.276,0,Thermal Van,Thermal,379.48892674616695,3,Suburban 50-100km,Light <5kg
TRX-91D88AA9,2025-07-16,Semarang Depot,Port Cynthia,Cargo Bicycle,Urban Last Mile,5.1,20.3,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban <10km,Heavy 20-100kg
TRX-09AE762A,2025-07-08,Bandung Hub,Wilsonbury,Drone Delivery,Urban Last Mile,12.2,6.6,Low,0.074,1,Drone,Electric,6.065573770491803,1,Urban 10-50km,Medium 5-20kg
TRX-1E9EB27E,2025-09-02,Bandung Hub,Kevinview,Motorcycle (Courier),Inter-District,15.0,3.9,Normal,1.503,0,Thermal Scooter,Thermal,100.2,2,Urban 10-50km,Light <5kg
TRX-78F193AF,2025-03-09,Semarang Depot,South Brittany,Heavy Truck,Inter-City,488.9,1377.1,Normal,411.772,0,Thermal Truck,Thermal,842.2417672325629,2,Long-Haul >100km,
TRX-5C7E94A2,2025-08-25,Semarang Depot,Paulberg,Diesel Van (Euro 6),Mixed Route,64.2,18.7,High,16.73,0,Thermal Van,Thermal,260.59190031152644,3,Suburban 50-100km,Medium 5-20kg
TRX-5D315FA4,2025-10-02,Semarang Depot,Angelabury,Heavy Truck,Inter-City,338.7,1311.4,Normal,290.026,0,Thermal Truck,Thermal,856.291703572483,2,Long-Haul >100km,
TRX-FBAD4583,2025-11-20,Bandung Hub,Port Michael,Electric Van (EV),Mixed Route,47.4,27.9,High,2.489,1,Electric Van,Electric,52.51054852320675,3,Urban 10-50km,Heavy 20-100kg
TRX-9BEF00D7,2025-01-08,Makassar Port,West Jamesfurt,Drone Delivery,Urban Last Mile,12.0,19.6,Normal,0.1,1,Drone,Electric,8.333333333333334,2,Urban 10-50km,Medium 5-20kg
